      104m     137l     169l  1a28  1a2a    19hc  105m    153l    154l    157d     176l    180l     1a3a     1a01  1a02  1a0o  1a2a  1a2j    135l
167    1.0    81.61   395.43   1.0   1.0  142.35   1.0   23.53   24.72   13.21   123.60   85.71    94.69   120.42   1.0   1.0   1.0   1.0   26.46
168    1.0    74.63   128.33   1.0   1.0  113.28   1.0   79.82   34.52   40.39   188.45   76.01    66.60    42.86   1.0   1.0   1.0   1.0   24.22
169    1.0    74.70   240.16   1.0   1.0  122.92   1.0   45.63   44.11   64.85   208.76   78.60    66.50   112.69   1.0   1.0   1.0   1.0   22.73
170    1.0    84.86    64.56   1.0   1.0   61.78   0.0   52.49   44.30   38.89   128.87   29.35   179.47   111.34   1.0   1.0   1.0   1.0   28.56
171    1.0   110.56   358.95   1.0   1.0  126.72   1.0   57.68   31.86   61.57   245.40   30.87   114.39    76.40   1.0   0.0   1.0   1.0   24.67
172    1.0    69.78   387.12   1.0   1.0   43.71   1.0   10.22    7.89   93.67   169.57   74.04    35.20    50.78   1.0   1.0   1.0   1.0   27.92
173    1.0   103.24   863.05   1.0   1.0   78.71   1.0   71.85   39.51   22.46   113.94   19.35    55.35   123.35   1.0   1.0   1.0   0.0   30.57
174    1.0   149.67   558.45   1.0   1.0  110.95   0.0   55.88   43.73   14.61   182.41   71.67   120.92   190.16   1.0   1.0   1.0   1.0   25.93
175    1.0    80.85   293.22   1.0   1.0  141.85   0.0   74.13   67.48   18.40    99.95   40.69   104.08   143.34   1.0   1.0   1.0   1.0   32.67
176    1.0   146.47   511.38   1.0   1.0   41.19   1.0   41.48   41.57    8.11   132.27   26.51    76.84    97.93   1.0   1.0   1.0   0.0   27.72
177    0.0    55.81   608.11   1.0   1.0  102.68   1.0   38.55   37.50   15.90    79.93   10.25    68.38   166.88   1.0   1.0   1.0   1.0   29.50
178    0.0    61.85   349.16   1.0   1.0   98.81   1.0   26.15    9.19   17.58   161.13   35.74    55.56    43.11   1.0   1.0   1.0   1.0   26.19
179    1.0    31.51   443.93   1.0   1.0   73.52   1.0   31.63   43.95   24.50    47.65    6.32   122.33    76.15   0.0   1.0   1.0   1.0   27.61
180    1.0    71.13   354.12   1.0   0.0   30.45   1.0   38.51   49.95   14.40   179.83   18.40    29.30    89.33   1.0   1.0   0.0   1.0   67.29
181    1.0    33.70   234.43   1.0   1.0  122.81   1.0   34.88   61.00   14.23    59.00   36.88    45.50   151.86   1.0   1.0   1.0   1.0   29.14
182    1.0    61.67   293.50   1.0   1.0  105.40   1.0   45.09   12.59   47.27    85.24   58.41    48.65    58.85   1.0   1.0   1.0   1.0   44.43
183    1.0    61.36   328.11   1.0   1.0  126.20   1.0   54.92   60.11   14.79    59.41   38.49    74.30    56.96   1.0   1.0   1.0   1.0   24.91
184    1.0    71.60   232.11   1.0   1.0   47.17   1.0   40.41   46.92   59.94    92.22   81.97    65.22    46.89   1.0   1.0   1.0   1.0   52.27
185    1.0    65.71   398.10   1.0   1.0  135.93   1.0   46.74   20.16   53.50   131.65   34.79    27.78    46.64   1.0   1.0   1.0   0.0   36.48
186    1.0    69.92   512.48   1.0   1.0   71.74   1.0   76.67   20.40   39.19    73.80   75.45    28.98    35.85   1.0   0.0   1.0   1.0   86.03
187    1.0    65.63   314.15   1.0   1.0  124.07   1.0   38.19   54.81   40.76    82.40   69.39    61.06    72.05   1.0   1.0   1.0   1.0   64.93
188    1.0    70.86   627.96   1.0   1.0  225.97   1.0   61.14   10.06   30.81   144.88   66.80    15.31   143.48   1.0   1.0   1.0   1.0   37.36
189    1.0    71.35   572.73   1.0   1.0   51.74   0.0   51.37   20.24   11.13   155.76   24.49    45.56   128.70   1.0   1.0   1.0   1.0   35.41
190    1.0   156.76   437.26   1.0   1.0  135.25   1.0   35.01   31.29   11.62   144.11   49.87    37.43   194.67   1.0   1.0   1.0   1.0   36.25
191    1.0    34.76   370.24   1.0   0.0  108.77   1.0   51.87   59.99   19.16   163.22   33.56   119.99    49.57   1.0   1.0   0.0   1.0   24.81
192    1.0    87.50   418.31   1.0   0.0  197.62   1.0   43.56    5.96   46.57    54.85   55.82    73.61    72.48   0.0   1.0   0.0   1.0   44.67
193    1.0    76.63   677.49   1.0   1.0  105.82   1.0   44.04   38.14   48.68    98.40    4.58    69.12    89.96   1.0   1.0   1.0   1.0   43.58
194    0.0    95.62   771.41   1.0   0.0  106.23   1.0   40.85   29.57   12.47   100.89   26.31    71.84   105.58   1.0   1.0   0.0   1.0   31.46
195    1.0    77.74   919.51   1.0   1.0  133.66   1.0   53.78   30.42   27.82     8.42   30.86    76.07   194.18   1.0   1.0   1.0   1.0   64.91
196    1.0    68.82   197.31   1.0   0.0   96.09   1.0   62.26   21.84   17.30   137.14   30.84    47.04   117.82   1.0   1.0   0.0   1.0   38.72
197    0.0    93.80   438.38   1.0   1.0  108.37   0.0   75.23   38.71   12.06   131.91   42.66    34.65    66.79   0.0   1.0   1.0   1.0   23.25
198    1.0    80.86   657.21   1.0   1.0   60.55   1.0   62.07   46.50   12.90   208.50   40.83    81.14    72.55   1.0   0.0   1.0   1.0   36.09
199    1.0    75.90   469.18   1.0   1.0   75.95   1.0  114.32   25.61   20.61    87.79   21.68    58.95    57.07   1.0   1.0   1.0   1.0   28.44
200    1.0    57.55   299.49   1.0   1.0   28.77   1.0   36.95   45.67   43.19    77.61   24.35   115.86   113.10   1.0   1.0   1.0   1.0   32.07
201    1.0    70.53   414.72   1.0   0.0   33.48   1.0   22.48   14.35    8.06    12.08   48.13    37.20   137.89   1.0   1.0   0.0   1.0   45.76
202    1.0   133.37   258.08   1.0   1.0  120.49   1.0   51.63   31.82   50.28   152.89   29.47    79.40   168.49   0.0   1.0   1.0   1.0   29.77
203    1.0    67.74   720.33   1.0   0.0   93.42   1.0   44.86   92.64   70.17   144.05   30.55    82.97   152.49   1.0   1.0   0.0   1.0   31.07
204    1.0   123.61   214.62   1.0   1.0  131.32   0.0   38.24   66.75   69.28    80.27   25.76    53.12   143.10   1.0   1.0   1.0   1.0   46.99
205    1.0   115.70   138.51   1.0   1.0  148.68   0.0   51.20   13.08   82.87    85.91   13.81    35.16   205.91   1.0   1.0   1.0   1.0   42.87
206    1.0    81.83   239.36   0.0   1.0   15.30   1.0  168.26   40.06   37.39    25.02   51.20   157.02   149.95   1.0   1.0   1.0   1.0   47.66
207    1.0    73.88   285.92   1.0   1.0   23.63   1.0   77.23   79.62   34.33   160.97   53.05    76.85    60.34   0.0   1.0   1.0   1.0   52.71
208    1.0   108.86   128.10   1.0   1.0  166.55   1.0   62.17   33.82   18.62    71.02   31.55    77.41    45.08   1.0   1.0   1.0   1.0   24.40
209    1.0    48.57   474.81   1.0   1.0  125.88   0.0   63.20   42.49   13.22    55.77   67.80    52.20   114.33   1.0   1.0   1.0   1.0   41.30
210    1.0   108.19   301.64   1.0   1.0   96.95   1.0   50.44   56.66   12.47   145.69    6.53    52.26   138.03   0.0   1.0   1.0   1.0   23.37
211    1.0    70.55   295.15   1.0   1.0  149.16   1.0   54.36   80.59    5.90    68.55   23.10    58.60    48.28   1.0   1.0   1.0   1.0   34.10
212    1.0    85.54   381.11   0.0   1.0   88.41   0.0   35.49   48.60   61.19    59.32   35.59   109.20    72.23   1.0   1.0   1.0   1.0   27.82
213    1.0   150.33   634.91   1.0   1.0   43.79   1.0   54.01   77.01   61.44   110.61   60.19    89.57   191.17   1.0   1.0   1.0   1.0   80.18
214    1.0    87.68   863.59   1.0   1.0   64.91   1.0   57.60  138.89   54.80    75.62   33.62    28.20    61.97   1.0   1.0   1.0   1.0   54.32
215    1.0    45.87   638.10   0.0   1.0   30.86   1.0   47.65   71.57   48.96    55.12   47.20    46.29    39.39   1.0   1.0   1.0   1.0   24.42
216    0.0     8.98   249.03   1.0   1.0   90.19   1.0   57.79   80.12   41.51   154.96   53.82    26.71   130.42   1.0   1.0   1.0   1.0   48.00
217    1.0    61.89   389.52   1.0   0.0  116.84   1.0   37.81   32.40   62.66    64.52   14.13    51.21   120.83   1.0   1.0   0.0   1.0   34.70
218    1.0    68.91   640.93   1.0   1.0   64.31   1.0   56.90   93.42   83.05    66.36   49.67    53.48    52.95   1.0   1.0   1.0   1.0   30.21
219    1.0    57.94   613.51   1.0   1.0  111.19   1.0   71.08   34.22   42.92    57.10   27.50    46.81   104.49   1.0   1.0   1.0   0.0   29.88
220    1.0    72.40   217.14   1.0   1.0   62.53   0.0   39.27   88.36   56.73    46.50   91.31    70.52   145.59   1.0   1.0   1.0   0.0   47.77
221    1.0    58.59    62.76   0.0   1.0   39.06   1.0   58.74   28.60   41.13    66.30   43.81    54.31    80.28   1.0   1.0   1.0   1.0   69.37
222    1.0    34.79   265.03   1.0   1.0   24.33   1.0   50.52   60.66   36.26    74.05   24.69   104.42    47.14   1.0   1.0   1.0   1.0   52.02
223    1.0    64.74   309.47   1.0   1.0  120.02   1.0   40.54   54.19   66.21    67.19   60.70    78.00    45.02   1.0   1.0   1.0   1.0   31.76
224    1.0    97.69   377.10   1.0   1.0   77.83   1.0   37.76   30.59   21.51    67.96   12.65    72.82   150.70   1.0   1.0   1.0   1.0   28.21
225    1.0    86.79    87.41   1.0   0.0   38.87   0.0   74.33   42.75   16.80    93.85   26.95    51.35    59.67   1.0   1.0   0.0   1.0   27.75
226    1.0   137.75   255.75   1.0   1.0  147.73   1.0   50.93   30.35   19.04    95.03   40.64    97.65    66.94   1.0   1.0   1.0   1.0   49.48
227    1.0   163.79   404.37   1.0   1.0   72.62   1.0  104.83   33.72    7.26    52.77   36.15    71.86    48.16   1.0   1.0   1.0   1.0   33.85
228    1.0    74.93   202.29   1.0   1.0  139.95   1.0   71.56  107.80   40.17   152.37   38.63    30.75    99.18   1.0   1.0   1.0   1.0   25.75
229    1.0    86.95   181.92   1.0   1.0   43.29   1.0   61.94   91.40   40.99    27.74   30.46    33.66   132.53   0.0   1.0   1.0   1.0   23.75
230    1.0   151.03   295.10   1.0   1.0   50.08   1.0   30.20   75.19   39.86    59.37   52.85    61.76    88.76   1.0   1.0   1.0   1.0   35.18
231    1.0    40.78   556.56   1.0   1.0  138.02   1.0   83.10   69.45   28.60    87.55   41.42    24.03   148.76   1.0   1.0   1.0   1.0   34.60
232    0.0    71.69   417.43   1.0   1.0  147.50   1.0   54.46   83.95   43.04   157.72   30.00    95.99   100.95   1.0   1.0   1.0   1.0   64.97
233    1.0    73.75   435.37   1.0   1.0  113.79   0.0   41.39   69.29   35.72    65.95   34.56   108.46   112.37   1.0   1.0   1.0   1.0   26.06
234    1.0    88.77   393.45   1.0   1.0   76.02   1.0   52.20  102.72   36.56    52.07   81.30   103.58    67.80   1.0   1.0   1.0   1.0   23.57
235    1.0    58.89   373.88   1.0   1.0  147.09   0.0   62.92   13.75   34.34    52.43   50.00    43.60    37.55   1.0   1.0   1.0   0.0   32.59
236    1.0    50.97   568.98   1.0   1.0   67.19   0.0   85.38   48.75   69.77    18.76   25.22    41.55    91.66   1.0   1.0   1.0   1.0   28.23
237    0.0    99.96   369.61   1.0   1.0   24.29   1.0   52.04   41.34   49.71   112.30   36.97    63.52    51.83   1.0   1.0   1.0   1.0   27.99
238    1.0    62.01   442.29   1.0   0.0   68.11   1.0  158.45   43.70   35.95    56.50   27.08    86.68   184.68   1.0   1.0   0.0   1.0   28.53
239    1.0    67.04   588.51   0.0   1.0   49.68   1.0   29.21   44.07   44.64    34.31   31.92    83.68    80.82   1.0   1.0   1.0   1.0   35.37
240    1.0    56.05   466.68   1.0   1.0  133.02   1.0   41.26   49.17   38.43   125.39   20.49    30.56    54.52   1.0   1.0   1.0   1.0   56.94
241    1.0   121.44   353.31   1.0   1.0   44.11   1.0   44.55   55.03   14.38    17.14   19.64    30.44    61.11   1.0   1.0   1.0   1.0   45.14
242    1.0    62.78   401.06   1.0   1.0   57.58   1.0   63.66   88.55   17.49   152.70   60.39    38.35    32.27   1.0   1.0   1.0   1.0   23.13
243    1.0    68.83   366.22   1.0   1.0   63.26   0.0   56.36  105.65   16.67    64.66   32.57    69.76   104.64   1.0   1.0   1.0   1.0   45.88
244    1.0    72.89   240.08   1.0   1.0  128.08   1.0   66.00  121.75   19.41    78.77   34.73    12.63   166.89   1.0   1.0   1.0   1.0   62.18
245    1.0    63.95   418.86   1.0   1.0  108.34   1.0   58.85  108.51   27.95    69.40   36.32     8.75   100.66   1.0   1.0   1.0   1.0   33.31
246    0.0    98.06   372.73   0.0   1.0   58.27   1.0  156.60   47.47   16.06    86.20   42.53    24.21   104.95   1.0   1.0   1.0   1.0   35.01
247    1.0    60.07   361.66   1.0   1.0   51.52   0.0   10.11   82.72   32.05    23.05   33.19    59.24   153.71   1.0   1.0   1.0   1.0   30.28
248    0.0    46.07   299.55   1.0   0.0   89.43   1.0   92.13   34.50   44.54    61.70   40.22   102.61   124.97   1.0   1.0   0.0   1.0   44.19
249    1.0    49.09   517.86   1.0   1.0   89.97   1.0   69.10   42.21   40.62   104.52   12.87    26.49    67.25   1.0   1.0   1.0   1.0   25.63
250    1.0    64.78   143.96   1.0   1.0  123.73   1.0   95.47   66.91   35.87    81.79   28.01    26.50   122.83   0.0   1.0   1.0   0.0   39.04
251    1.0    74.83   294.72   1.0   1.0  110.27   0.0   47.38  111.35   30.63   117.72   46.30    21.40    57.53   1.0   0.0   1.0   1.0   26.84
252    1.0    76.90   512.50   1.0   1.0  112.76   1.0   49.35   53.02   47.40   154.69   36.69    75.67   119.98   1.0   1.0   1.0   1.0   24.19
253    1.0    66.98   599.37   1.0   1.0   83.65   0.0  140.26   31.59   44.23    75.98   46.63    23.93    53.27   1.0   1.0   1.0   0.0   23.97
254    1.0    75.03   572.71   1.0   1.0  144.59   1.0   30.03   27.04   84.03    88.12   44.25    41.29    60.29   0.0   1.0   1.0   1.0   23.43
255    1.0    70.08   346.27   1.0   1.0  124.31   1.0   20.06   61.71   80.57   198.79   17.94    70.37    45.02   1.0   1.0   1.0   0.0   39.51
256    1.0    66.12   256.37   1.0   1.0   96.64   1.0   60.30   61.27   27.36   108.23   21.98     9.32    63.69   0.0   1.0   1.0   1.0   30.62
257    1.0    79.18   311.73   1.0   0.0  104.20   0.0   49.06   28.62   17.00    77.56   29.28    87.49   104.55   1.0   1.0   0.0   1.0   28.53
258    0.0    61.17   330.29   1.0   1.0  124.55   1.0   69.08  119.82   20.22   125.70   20.27    65.46    80.07   1.0   1.0   1.0   1.0   93.47
259    1.0    68.86   428.53   1.0   1.0   23.56   1.0   20.11   75.23   20.68    55.21   25.80     6.04    62.78   1.0   1.0   1.0   1.0   55.15
260    1.0    58.95   256.96   1.0   0.0   64.45   1.0   49.04  110.14   16.24    62.16   34.04    45.96    36.03   1.0   1.0   0.0   0.0   33.53
261    1.0   146.01   215.56   1.0   1.0   42.09   1.0   52.67   76.80   12.80   192.97   30.88   102.22    89.70   1.0   1.0   1.0   1.0   30.30
262    1.0    81.08   215.66   1.0   1.0   15.09   1.0   52.42   47.79   13.84   138.91   18.69    37.29    46.81   1.0   1.0   1.0   1.0   32.41
263    1.0    78.14   302.86   1.0   1.0   44.99   1.0   87.95   40.65   20.76   138.13   31.95    66.44    53.77   1.0   1.0   1.0   1.0   32.92
264    1.0    52.13   239.64   1.0   1.0   38.68   1.0  136.23   46.16   20.04    59.00   45.64    31.73   111.05   1.0   1.0   1.0   1.0   28.02
265    1.0    63.20   239.76   1.0   1.0   82.87   1.0   96.08   54.30   42.67   142.55   32.16    71.17    53.95   1.0   1.0   1.0   1.0   32.95
266    0.0    66.24   393.19   1.0   1.0   47.74   1.0   76.14   23.53   26.52   120.03   40.21    15.90    85.29   1.0   1.0   1.0   0.0   23.51
267    1.0    49.20   142.81   1.0   1.0   10.53   1.0   81.33   24.35   26.23   134.11   48.91    43.43   175.11   1.0   1.0   1.0   1.0   32.62
268    1.0   147.93   344.16   1.0   1.0   97.81   1.0   90.54   22.08   47.77    82.28   18.92     9.21    40.72   0.0   1.0   1.0   1.0   26.89
269    1.0    61.04   356.92   1.0   1.0   72.95   1.0   73.76   78.88   17.21    88.83   18.05    31.43   138.51   1.0   1.0   1.0   1.0   29.59
270    1.0    51.08   231.22   1.0   0.0  129.40   1.0   38.38  144.73   30.03   160.58   42.54    90.08   149.56   1.0   1.0   0.0   0.0   23.13
271    1.0    96.25   169.70   1.0   1.0   39.85   1.0   61.16   53.60   50.31   242.12   28.19    51.96    39.05   1.0   1.0   1.0   1.0   36.41
272    1.0    73.25   264.63   1.0   1.0  207.26   1.0   63.19  107.88   70.19   284.21    6.21    58.22    53.16   1.0   1.0   1.0   1.0   22.90
273    1.0    81.33   340.10   1.0   1.0   67.41   1.0   49.23   42.74   30.27    27.96   15.15    57.20    62.67   1.0   1.0   1.0   1.0   30.48
274    1.0    75.35   451.69   1.0   0.0   58.39   0.0   38.69   48.72   16.24    78.83   50.13    41.75   118.24   1.0   1.0   0.0   1.0   44.29
275    1.0    81.43   500.42   0.0   1.0  159.04   1.0   80.99  105.17   15.87   171.65   42.80    79.39    50.12   1.0   1.0   1.0   1.0   27.13
276    1.0    55.31   240.15   1.0   0.0  132.06   0.0   42.82   39.88   16.89   268.15   23.07    31.57    64.77   1.0   1.0   0.0   1.0   27.41
277    1.0    76.09   397.80   1.0   0.0  186.78   1.0   73.41   65.40   12.69    49.26   32.20    53.47    90.05   1.0   1.0   0.0   1.0   30.50
278    1.0    63.15   470.22   1.0   0.0  105.59   1.0  132.86   79.20   42.35   155.47   29.47    84.28    78.84   1.0   1.0   0.0   1.0   38.04
279    1.0   105.35   206.97   1.0   1.0   79.57   1.0   61.76   41.12   42.47    75.99   27.17   125.52    35.62   0.0   1.0   1.0   1.0   30.75
280    1.0    90.39   404.26   0.0   1.0   99.68   1.0   70.58   87.33   35.59   113.54   28.68    62.43    80.15   1.0   1.0   1.0   1.0   28.47
281    1.0    67.34   215.25   1.0   0.0   83.12   1.0   30.15   90.92   22.80   191.59   33.03   121.88    38.23   1.0   1.0   0.0   1.0   25.69
282    1.0    73.43   285.17   1.0   1.0   65.79   1.0   23.26   62.06   12.28   211.54   21.95    36.57    50.38   1.0   1.0   1.0   1.0   27.56
283    0.0    65.42   343.29   1.0   0.0  112.88   1.0   62.64   31.69   12.59   105.07   49.66    46.18    93.09   1.0   1.0   0.0   1.0   46.81
284    1.0    77.54   343.63   1.0   1.0  100.56   1.0   93.43   58.81   14.56   214.89   35.65    25.80    60.99   1.0   1.0   1.0   1.0   60.13
285    1.0    75.62   338.53   1.0   1.0   58.76   1.0   54.57   63.68   16.81   161.34   14.35    57.23    94.78   0.0   1.0   1.0   1.0   25.13
286    1.0    49.34   220.52   1.0   1.0  108.28   1.0   62.25   22.29   10.72   131.48   15.12    17.25    62.02   1.0   1.0   1.0   1.0   60.70
287    1.0    68.53   229.88   1.0   0.0  123.24   1.0   30.96   70.18   39.00    74.38   23.62   118.63    70.89   1.0   1.0   0.0   1.0   27.18
288    0.0    64.54   191.00   0.0   1.0  112.32   1.0   82.35   79.67   82.57   199.85   40.97    37.33   112.13   0.0   1.0   1.0   1.0   35.20
289    1.0    65.58   221.64   1.0   1.0   72.80   0.0   73.80   96.63   56.68   102.91   32.01    80.30   102.77   1.0   1.0   1.0   1.0   59.36
290    1.0    71.89   410.93   1.0   1.0   44.97   1.0   96.77   65.36   37.82   197.76    5.44    31.84   143.07   1.0   1.0   1.0   1.0   42.17
291    1.0   224.94   327.97   1.0   1.0   76.86   1.0   60.50  101.45   19.34    73.70   43.60    52.39    45.98   1.0   1.0   1.0   1.0   26.54
292    1.0   134.71   371.99   1.0   1.0  108.05   1.0   44.19   50.20   18.55    69.17   36.85    28.92    69.24   1.0   1.0   1.0   1.0   21.51
293    1.0   114.84   381.98   0.0   1.0  173.02   1.0   39.92   15.26   34.64   119.88   29.45    98.22   107.24   1.0   1.0   1.0   1.0   25.04
294    1.0    75.80   376.91   1.0   1.0  146.80   1.0   45.58   18.71   29.73   112.19   26.40    29.77    56.34   1.0   1.0   1.0   1.0   27.54
295    1.0   125.42   403.31   1.0   1.0  127.12   1.0   13.08   40.45   18.67   140.32   21.29    34.86    57.94   1.0   1.0   1.0   1.0   43.82
296    1.0    61.44   232.91   1.0   1.0  111.54   1.0    8.85  111.31  105.48    77.39   11.41    99.79    51.13   1.0   1.0   1.0   1.0   26.28
297    1.0    58.49   600.59   1.0   1.0  142.64   1.0   86.42   52.74   82.15   122.65   28.69    94.78    92.49   1.0   1.0   1.0   1.0   35.73
298    1.0    39.41   264.65   1.0   1.0  152.59   1.0   55.04   75.72   63.48   123.94   17.06    19.05    76.90   0.0   1.0   1.0   1.0   23.09
299    1.0    64.64    62.42   1.0   1.0  153.09   1.0   69.09   48.50   71.66    24.88   19.79    56.65    65.81   1.0   1.0   1.0   1.0   22.47
300    1.0    67.81   393.08   1.0   1.0  121.58   1.0   18.54   88.78   55.62    87.05   26.32    91.41   168.95   1.0   1.0   1.0   0.0   23.48
301    0.0    52.00   304.48   1.0   1.0   50.44   1.0   86.20   68.92   19.49   135.53   23.72    64.12   149.72   1.0   1.0   1.0   1.0   26.14
302    0.0    72.36   369.77   1.0   1.0   92.18   1.0   61.73   71.43    8.88   150.29   31.36    23.57    39.66   1.0   1.0   1.0   1.0   22.39
303    1.0    53.39   364.87   1.0   1.0   93.16   1.0   93.58   61.56  113.47   171.67   21.34    92.39   104.20   1.0   1.0   1.0   1.0   30.56
304    1.0    46.45   254.35   1.0   1.0  131.20   1.0   90.41   59.47   48.69   126.33   10.01   196.60   117.41   1.0   1.0   1.0   1.0   29.00
305    0.0    47.56   305.24   1.0   1.0   27.14   0.0   47.40   84.55   14.00    76.38   16.31   313.08   122.11   1.0   1.0   1.0   1.0   28.77
306    1.0    74.86   327.33   1.0   1.0   40.77   0.0   66.84   31.43   15.45   164.78   30.22   110.20    65.11   1.0   1.0   1.0   1.0   30.36
307    1.0    41.04   247.73   1.0   1.0   53.36   1.0   84.49   57.02   17.00    73.47   48.69    24.87    45.05   1.0   1.0   1.0   1.0   26.23
