         h          k          l       FREE         FP      SIGFP      FCalc    PHICalc         h          k          l       FREE         FP      SIGFP      FCalc    PHICalc         h          k          l       FREE         FP      SIGFP      FCalc    PHICalc         h          k          l       FREE         FP      SIGFP      FCalc    PHICalc         h          k          l       FREE         FP      SIGFP      FCalc    PHICalc         h          k          l       FREE         FP      SIGFP      FCalc    PHICalc 	h 	k 	l 	FP 	SIGFP 	FCalc 	PHICalc 	
2555	-1  	9  	10  	52.40 	1.31 	60.06 	-0.25
2556	-1  	9  	11  	28.21 	1.64 	29.76 	-1.32
2557	-1  	9  	12  	14.79 	5.91 	10.72 	-2.72
2558	-1  	10  	1  	19.05 	2.91 	16.32 	1.15
2559	-1  	10  	2  	15.17 	5.81 	48.89 	-0.05
2560	-1  	10  	4  	22.26 	4.52 	20.17 	-2.27
2561	-1  	10  	6  	33.58 	6.46 	16.81 	-1.98
2562	-1  	10  	7  	31.98 	10.98 	17.42 	-0.16
2563	-1  	10  	11  	13.31 	5.19 	20.18 	-1.66
2564	-1  	11  	1  	124.80 	2.87 	134.51 	2.41
2565	-1  	11  	2  	110.71 	2.23 	96.09 	2.11
2566	-1  	11  	3  	165.23 	1.59 	151.07 	-1.53
2567	-1  	11  	4  	75.28 	1.91 	80.99 	-1.18
2568	-1  	11  	5  	70.19 	1.28 	56.99 	1.52
2569	-1  	11  	6  	80.76 	1.92 	80.21 	1.79
2570	-1  	11  	7  	56.86 	2.24 	42.52 	-2.32
2571	-1  	11  	8  	27.49 	1.60 	23.00 	1.91
2572	-1  	11  	9  	38.09 	2.24 	43.06 	0.67
2573	-1  	11  	10  	33.33 	3.53 	41.33 	-0.73
2574	-1  	11  	11  	20.86 	2.25 	11.88 	-1.36
2575	-1  	12  	5  	15.76 	5.04 	16.48 	0.51
2576	-1  	12  	7  	14.83 	3.47 	18.77 	1.68
2577	-1  	12  	10  	15.83 	6.33 	22.76 	-0.46
2578	-1  	13  	1  	70.60 	2.18 	71.80 	0.81
2579	-1  	13  	2  	43.52 	1.24 	57.19 	0.03
2580	-1  	13  	3  	23.93 	3.42 	49.04 	-1.08
2581	-1  	13  	4  	83.30 	0.62 	94.95 	-0.52
2582	-1  	13  	5  	31.40 	3.42 	23.05 	1.70
2583	-1  	13  	6  	32.97 	2.80 	15.49 	-1.08
2584	-1  	13  	7  	77.19 	4.98 	41.97 	1.55
2585	-1  	13  	8  	30.22 	2.80 	41.01 	0.90
2586	-1  	13  	9  	17.46 	3.43 	52.82 	0.98
2587	-1  	13  	10  	16.86 	3.43 	13.26 	-1.42
2588	-1  	14  	4  	15.93 	5.51 	7.48 	1.38
2589	-1  	14  	7  	15.95 	4.29 	13.80 	0.91
2590	-1  	14  	8  	13.20 	5.53 	30.78 	0.95
2591	-1  	14  	9  	19.36 	3.38 	24.26 	0.95
2592	-1  	15  	2  	27.14 	2.71 	49.82 	2.72
2593	-1  	15  	3  	40.10 	1.51 	42.54 	0.55
2594	-1  	15  	4  	43.42 	2.11 	41.02 	-0.68
2595	-1  	15  	5  	69.37 	1.21 	66.52 	0.64
2596	-1  	15  	6  	82.98 	2.72 	76.38 	1.49
2597	-1  	15  	7  	44.99 	2.72 	40.64 	1.83
2598	-1  	15  	8  	70.72 	2.12 	84.37 	-2.14
2599	-1  	16  	1  	19.29 	4.15 	13.28 	2.61
2600	-1  	16  	3  	16.61 	4.74 	14.07 	2.75
2601	-1  	16  	5  	16.61 	5.34 	8.92 	-1.12
2602	-1  	16  	6  	18.10 	4.15 	13.02 	0.92
2603	-1  	17  	1  	51.30 	1.17 	32.94 	3.04
2604	-1  	17  	3  	20.39 	3.79 	21.19 	-3.09
2605	-1  	17  	4  	15.15 	4.66 	15.59 	1.50
2606	-1  	17  	5  	28.26 	2.62 	38.29 	-2.97
2607	-1  	17  	6  	28.27 	2.04 	52.60 	-2.63
2608	0  	0  	2  	620.82 	5.46 	824.81 	3.14
2609	0  	0  	3  	281.91 	5.46 	107.08 	3.14
2610	0  	0  	4  	139.01 	3.07 	166.18 	3.14
2611	0  	0  	5  	304.62 	3.08 	274.96 	3.14
2612	0  	0  	6  	251.25 	6.85 	246.97 	0.00
2613	0  	0  	8  	77.60 	4.46 	43.41 	3.14
2614	0  	0  	9  	79.80 	5.50 	80.45 	3.14
2615	0  	0  	10  	35.85 	3.10 	28.09 	0.00
2616	0  	1  	1  	7.16 	1.36 	92.19 	-0.80
2617	0  	1  	3  	18.42 	3.07 	44.67 	2.44
2618	0  	1  	4  	15.36 	6.83 	26.95 	2.77
2619	0  	1  	12  	14.88 	4.85 	14.53 	-1.13
2620	0  	2  	0  	606.96 	5.44 	905.64 	-2.17
2621	0  	2  	1  	416.48 	4.08 	824.23 	1.56
2622	0  	2  	2  	168.14 	1.36 	244.42 	0.53
2623	0  	2  	3  	104.89 	1.36 	255.38 	2.30
2624	0  	2  	4  	194.95 	2.39 	231.36 	-1.59
2625	0  	2  	5  	266.10 	4.09 	291.73 	-1.49
2626	0  	2  	6  	256.85 	5.81 	194.91 	-1.80
2627	0  	2  	7  	103.98 	3.08 	94.38 	0.19
2628	0  	2  	8  	155.88 	8.22 	155.49 	-1.99
2629	0  	2  	9  	53.55 	3.78 	36.57 	0.80
2630	0  	2  	10  	21.67 	4.47 	52.18 	0.84
2631	0  	2  	11  	14.13 	3.10 	19.01 	2.81
2632	0  	2  	13  	13.17 	5.54 	44.12 	1.38
2633	0  	3  	1  	9.84 	1.70 	33.24 	-3.12
2634	0  	3  	2  	7.81 	3.06 	49.31 	0.20
2635	0  	3  	3  	14.94 	2.72 	54.28 	1.96
2636	0  	3  	4  	13.26 	3.06 	25.96 	0.81
2637	0  	3  	6  	21.46 	9.88 	28.76 	-1.63
2638	0  	3  	7  	16.03 	5.46 	17.99 	-2.39
2639	0  	4  	0  	256.22 	4.73 	356.66 	1.58
2640	0  	4  	1  	270.11 	1.35 	159.30 	-0.10
2641	0  	4  	2  	230.97 	2.71 	311.56 	2.75
2642	0  	4  	3  	169.18 	1.35 	175.07 	1.52
2643	0  	4  	4  	168.63 	2.71 	140.12 	-0.51
2644	0  	4  	5  	283.02 	4.07 	234.53 	-0.57
2645	0  	4  	6  	51.24 	1.36 	48.09 	-2.33
2646	0  	4  	7  	16.99 	3.74 	18.04 	2.91
2647	0  	4  	8  	123.22 	2.72 	98.16 	2.67
2648	0  	4  	9  	36.15 	2.39 	36.81 	2.53
2649	0  	4  	10  	31.44 	3.76 	32.30 	1.53
2650	0  	4  	11  	22.26 	3.77 	30.47 	1.70
2651	0  	4  	12  	24.04 	3.78 	46.75 	2.76
2652	0  	4  	13  	19.28 	3.79 	24.61 	2.69
2653	0  	5  	1  	10.77 	3.03 	9.29 	-0.13
2654	0  	5  	2  	12.12 	3.03 	24.90 	-1.61
2655	0  	5  	3  	13.81 	3.37 	22.46 	-2.88
2656	0  	5  	4  	27.97 	5.39 	38.39 	-1.66
2657	0  	5  	5  	15.18 	5.40 	20.46 	-1.44
2658	0  	5  	7  	32.13 	9.81 	34.05 	0.56
2659	0  	5  	8  	18.97 	3.73 	14.26 	-0.93
2660	0  	5  	9  	28.17 	12.90 	26.16 	2.83
2661	0  	5  	11  	12.27 	4.77 	23.53 	2.84
2662	0  	5  	12  	14.01 	6.15 	4.79 	2.72
2663	0  	5  	13  	14.05 	6.17 	13.48 	0.78
2664	0  	6  	0  	307.97 	3.34 	304.60 	-2.73
2665	0  	6  	1  	378.24 	4.01 	391.64 	-3.00
2666	0  	6  	2  	133.15 	1.67 	114.90 	-0.60
2667	0  	6  	3  	237.32 	1.67 	210.58 	-1.29
2668	0  	6  	4  	200.31 	2.01 	196.11 	2.91
2669	0  	6  	5  	186.76 	2.01 	156.09 	2.77
2670	0  	6  	6  	175.24 	2.35 	133.02 	-3.14
2671	0  	6  	7  	39.00 	2.35 	43.97 	1.95
2672	0  	6  	8  	66.00 	0.67 	32.46 	1.88
2673	0  	6  	9  	16.87 	2.36 	55.01 	3.09
2674	0  	6  	10  	61.52 	3.04 	84.02 	-3.05
2675	0  	6  	11  	32.87 	3.73 	42.70 	-3.14
2676	0  	6  	13  	20.78 	4.77 	20.38 	-0.49
2677	0  	7  	1  	14.28 	2.32 	31.27 	1.40
2678	0  	7  	2  	11.96 	4.65 	33.29 	-0.28
2679	0  	7  	3  	23.60 	4.65 	20.08 	-2.32
2680	0  	7  	4  	19.63 	7.32 	13.78 	-1.72
2681	0  	7  	5  	29.30 	11.32 	27.16 	-2.09
2682	0  	7  	7  	39.06 	8.35 	22.52 	-1.00
2683	0  	7  	8  	15.05 	6.02 	54.23 	-1.63
2684	0  	7  	11  	13.79 	4.71 	14.33 	-0.96
2685	0  	7  	12  	19.90 	3.71 	17.87 	-1.80
2686	0  	8  	0  	224.96 	4.28 	238.50 	0.67
2687	0  	8  	1  	87.62 	1.98 	99.67 	-0.22
2688	0  	8  	2  	199.02 	1.98 	181.84 	-2.73
2689	0  	8  	3  	106.82 	1.65 	89.23 	2.50
2690	0  	8  	4  	104.59 	1.98 	73.09 	-1.38
2691	0  	8  	5  	174.05 	2.64 	127.92 	2.63
2692	0  	8  	6  	131.60 	1.32 	107.99 	1.49
2693	0  	8  	7  	107.29 	2.98 	87.80 	-0.68
2694	0  	8  	8  	43.78 	2.99 	71.02 	-0.62
2695	0  	8  	9  	25.59 	1.66 	44.99 	-0.64
2696	0  	8  	11  	33.04 	4.67 	53.21 	-0.61
2697	0  	8  	12  	15.06 	5.35 	20.15 	0.05
2698	0  	9  	2  	16.98 	4.90 	27.48 	-1.50
2699	0  	9  	4  	13.40 	6.54 	15.22 	-0.63
2700	0  	9  	5  	18.65 	4.58 	16.99 	0.37
2701	0  	9  	6  	18.35 	4.59 	24.51 	2.16
2702	0  	9  	7  	37.08 	9.51 	39.65 	1.75
2703	0  	9  	8  	17.09 	4.60 	19.68 	0.76
2704	0  	9  	9  	16.46 	6.58 	37.43 	0.18
2705	0  	9  	11  	14.88 	5.95 	18.54 	0.28
2706	0  	10  	0  	310.42 	5.17 	296.64 	-1.20
2707	0  	10  	1  	359.88 	5.17 	308.85 	-1.45
2708	0  	10  	2  	120.86 	1.62 	100.38 	-2.13
2709	0  	10  	3  	18.43 	3.23 	42.23 	1.12
2710	0  	10  	4  	83.48 	0.65 	90.10 	1.87
2711	0  	10  	5  	58.63 	1.94 	54.01 	1.69
2712	0  	10  	6  	77.83 	0.65 	76.52 	-1.63
2713	0  	10  	7  	21.11 	1.62 	25.99 	-1.59
2714	0  	10  	8  	33.83 	2.93 	30.60 	-2.19
2715	0  	10  	9  	60.94 	2.28 	48.05 	-2.04
2716	0  	10  	11  	15.38 	3.60 	19.88 	-2.12
2717	0  	11  	2  	15.98 	5.11 	18.63 	1.35
2718	0  	11  	3  	17.90 	5.11 	20.93 	2.14
2719	0  	11  	4  	39.67 	10.88 	44.76 	2.94
2720	0  	11  	5  	37.47 	9.29 	25.27 	2.17
2721	0  	11  	6  	16.35 	2.89 	15.86 	0.65
2722	0  	12  	0  	193.04 	2.84 	162.56 	0.29
2723	0  	12  	1  	100.95 	2.21 	115.79 	-2.31
2724	0  	12  	2  	115.18 	2.84 	137.92 	-2.59
2725	0  	12  	3  	37.89 	2.53 	36.56 	0.21
2726	0  	12  	4  	98.27 	1.26 	74.10 	1.65
2727	0  	12  	5  	35.74 	3.48 	34.32 	1.83
2728	0  	12  	6  	76.32 	2.22 	48.00 	0.62
2729	0  	12  	7  	54.23 	2.85 	44.85 	0.02
2730	0  	12  	8  	18.74 	3.49 	27.43 	0.96
2731	0  	12  	9  	25.14 	4.14 	38.09 	2.37
2732	0  	12  	10  	25.83 	5.10 	16.86 	1.80
2733	0  	13  	1  	18.98 	4.36 	22.17 	2.20
2734	0  	14  	0  	162.85 	2.76 	160.16 	-0.32
2735	0  	14  	1  	122.07 	2.15 	127.14 	-0.32
2736	0  	14  	2  	42.03 	2.76 	26.61 	-1.41
2737	0  	14  	3  	62.32 	1.53 	74.19 	-2.42
2738	0  	14  	4  	75.27 	1.54 	66.21 	-1.49
2739	0  	14  	5  	44.28 	2.15 	47.17 	-0.33
2740	0  	14  	6  	16.01 	4.93 	50.73 	0.55
2741	0  	14  	7  	72.15 	2.77 	63.97 	2.96
2742	0  	14  	8  	28.41 	1.54 	50.10 	-2.50
2743	0  	14  	9  	19.49 	3.40 	10.40 	2.38
2744	0  	15  	4  	12.40 	6.05 	4.66 	-0.88
2745	0  	16  	1  	18.11 	4.75 	16.33 	-1.25
2746	0  	16  	2  	39.50 	1.49 	20.28 	-1.60
2747	0  	16  	3  	39.53 	1.49 	46.58 	0.10
2748	0  	16  	5  	19.35 	2.08 	21.62 	2.91
2749	0  	16  	6  	24.14 	2.68 	33.63 	2.57
2750	0  	16  	7  	26.27 	2.69 	34.54 	1.99
2751	0  	17  	3  	17.81 	4.67 	23.21 	0.93
2752	0  	18  	2  	32.35 	2.58 	35.52 	-1.53
2753	0  	18  	3  	37.53 	2.01 	45.96 	-1.51
2754	0  	18  	4  	32.39 	3.15 	32.58 	-1.21
2755	1  	0  	1  	12.97 	5.46 	31.95 	3.14
2756	1  	0  	2  	15.37 	5.47 	61.50 	3.14
2757	1  	0  	3  	20.18 	6.84 	47.01 	3.14
2758	1  	0  	4  	18.50 	8.56 	18.70 	0.00
2759	1  	0  	11  	17.42 	5.57 	21.42 	3.14
2760	1  	1  	0  	739.16 	6.82 	1610.75 	1.46
2761	1  	1  	1  	340.05 	2.73 	513.31 	2.40
2762	1  	1  	2  	508.74 	10.24 	721.24 	2.13
2763	1  	1  	3  	368.20 	5.13 	425.72 	1.92
2764	1  	1  	4  	271.17 	6.16 	309.15 	-0.68
2765	1  	1  	5  	316.23 	12.00 	237.53 	-0.80
2766	1  	1  	6  	62.54 	3.44 	69.39 	0.01
2767	1  	1  	7  	87.48 	5.51 	53.27 	-1.98
2768	1  	1  	8  	80.09 	2.76 	64.85 	-0.05
2769	1  	1  	10  	62.47 	11.80 	64.10 	0.29
2770	1  	1  	12  	13.27 	3.14 	22.50 	1.90
2771	1  	2  	0  	17.01 	3.06 	23.47 	0.45
2772	1  	2  	1  	9.53 	2.72 	38.10 	2.99
2773	1  	2  	2  	7.84 	3.07 	26.81 	-1.19
2774	1  	2  	3  	18.43 	8.53 	20.98 	0.70
2775	1  	2  	7  	37.13 	8.60 	40.00 	-0.79
2776	1  	2  	8  	30.33 	6.89 	35.91 	-0.53
2777	1  	2  	9  	18.66 	5.18 	5.67 	-1.80
2778	1  	2  	10  	14.21 	6.24 	28.69 	-1.36
2779	1  	3  	0  	442.80 	5.43 	601.97 	-1.30
2780	1  	3  	1  	156.90 	1.36 	133.77 	1.35
2781	1  	3  	2  	160.12 	3.06 	91.29 	3.08
2782	1  	3  	3  	289.68 	5.11 	247.35 	-2.95
2783	1  	3  	4  	97.16 	2.73 	144.42 	-0.99
2784	1  	3  	5  	61.47 	2.05 	37.02 	0.45
2785	1  	3  	6  	98.89 	3.42 	83.77 	-2.73
2786	1  	3  	7  	98.07 	2.40 	95.78 	2.80
2787	1  	3  	8  	134.74 	4.47 	98.14 	-2.82
2788	1  	3  	9  	34.12 	2.41 	74.83 	-3.03
2789	1  	3  	10  	47.34 	5.53 	33.35 	-1.86
2790	1  	3  	11  	30.50 	6.93 	17.30 	2.06
2791	1  	3  	13  	12.56 	5.58 	6.39 	-0.25
2792	1  	4  	0  	12.51 	2.03 	56.11 	1.90
2793	1  	4  	2  	12.19 	2.71 	38.73 	-0.77
2794	1  	4  	5  	35.38 	3.06 	30.54 	1.74
2795	1  	4  	7  	14.69 	3.07 	22.35 	-2.53
2796	1  	4  	8  	36.98 	8.56 	40.68 	2.93
2797	1  	4  	9  	13.05 	5.49 	33.11 	-0.86
2798	1  	5  	0  	68.96 	0.67 	126.70 	-1.46
2799	1  	5  	1  	288.19 	2.69 	294.42 	-0.85
2800	1  	5  	2  	247.38 	3.71 	258.03 	0.86
2801	1  	5  	3  	107.99 	1.69 	78.57 	0.38
2802	1  	5  	4  	86.18 	1.69 	65.91 	-1.39
2803	1  	5  	5  	81.93 	3.05 	92.83 	0.03
2804	1  	5  	6  	56.65 	2.04 	60.67 	0.31
2805	1  	5  	7  	66.63 	2.04 	51.52 	1.05
2806	1  	5  	8  	51.80 	1.36 	34.36 	-1.12
2807	1  	5  	9  	61.50 	1.71 	24.61 	2.96
2808	1  	5  	10  	23.98 	2.40 	26.33 	2.70
2809	1  	5  	11  	24.06 	3.78 	31.69 	-1.43
2810	1  	5  	12  	18.62 	2.41 	33.91 	-2.85
2811	1  	6  	0  	26.42 	5.35 	43.14 	2.98
2812	1  	6  	1  	12.05 	2.34 	18.89 	1.24
2813	1  	6  	3  	14.43 	4.70 	17.80 	-1.72
2814	1  	6  	4  	20.16 	6.72 	24.33 	2.22
2815	1  	6  	6  	15.85 	3.03 	25.11 	-0.29
2816	1  	6  	7  	18.25 	3.72 	9.99 	-1.82
2817	1  	6  	8  	29.81 	12.87 	30.52 	0.55
2818	1  	6  	10  	14.64 	4.77 	24.06 	0.28
2819	1  	6  	11  	16.74 	4.78 	9.38 	-1.32
2820	1  	7  	0  	197.57 	1.33 	236.49 	2.02
2821	1  	7  	1  	248.92 	3.32 	292.25 	-1.86
2822	1  	7  	2  	459.11 	3.99 	391.97 	-1.60
2823	1  	7  	3  	223.86 	2.66 	182.16 	-1.79
2824	1  	7  	4  	119.77 	2.00 	120.96 	-0.07
2825	1  	7  	5  	159.41 	3.01 	132.95 	2.63
2826	1  	7  	6  	219.66 	3.68 	200.52 	-2.38
2827	1  	7  	7  	204.70 	8.39 	189.98 	-2.00
2828	1  	7  	8  	68.96 	2.02 	88.76 	-2.11
2829	1  	7  	9  	15.85 	3.04 	31.26 	-2.53
2830	1  	7  	10  	38.89 	2.37 	54.48 	-1.08
2831	1  	7  	11  	21.37 	3.73 	19.18 	-0.11
2832	1  	7  	12  	14.63 	6.13 	11.63 	1.76
2833	1  	8  	0  	13.50 	5.27 	47.56 	1.71
2834	1  	8  	1  	31.32 	9.56 	47.43 	-2.44
2835	1  	8  	3  	16.52 	2.31 	32.22 	-0.77
2836	1  	8  	6  	20.92 	5.31 	22.44 	-1.83
2837	1  	8  	9  	13.72 	5.35 	23.42 	-0.12
2838	1  	8  	10  	15.10 	5.37 	3.22 	-0.05
2839	1  	9  	0  	310.37 	2.28 	225.94 	-0.06
2840	1  	9  	1  	309.98 	3.59 	315.50 	0.01
2841	1  	9  	2  	29.43 	3.27 	62.51 	-0.93
2842	1  	9  	3  	182.37 	1.96 	159.44 	1.50
2843	1  	9  	4  	81.65 	1.97 	85.18 	0.54
2844	1  	9  	5  	80.47 	1.97 	73.29 	0.54
2845	1  	9  	6  	59.24 	0.66 	52.25 	1.18
2846	1  	9  	7  	54.09 	0.66 	21.10 	0.50
2847	1  	9  	8  	34.38 	3.64 	59.78 	-1.91
2848	1  	9  	10  	26.92 	3.66 	28.43 	0.63
2849	1  	9  	11  	26.34 	8.33 	41.60 	-0.06
2850	1  	10  	0  	17.44 	5.81 	26.23 	-0.72
2851	1  	10  	4  	35.05 	12.33 	40.31 	-2.37
2852	1  	10  	6  	14.01 	5.21 	33.20 	0.25
2853	1  	10  	9  	17.72 	6.56 	15.18 	0.80
2854	1  	10  	10  	14.80 	5.26 	31.45 	1.51
2855	1  	11  	0  	177.89 	1.28 	119.95 	2.55
2856	1  	11  	1  	123.06 	1.60 	119.78 	1.56
2857	1  	11  	2  	72.00 	2.24 	88.38 	-0.40
2858	1  	11  	3  	208.26 	5.45 	208.44 	-1.03
2859	1  	11  	4  	181.94 	2.57 	144.98 	-1.15
2860	1  	11  	5  	131.47 	3.21 	118.07 	-2.12
2861	1  	11  	6  	100.81 	2.25 	114.43 	-2.73
2862	1  	11  	7  	63.91 	2.26 	57.71 	3.10
2863	1  	11  	8  	47.23 	2.26 	29.87 	-2.36
2864	1  	11  	9  	29.19 	2.92 	47.07 	-1.61
2865	1  	11  	10  	32.85 	3.58 	36.09 	-1.86
2866	1  	12  	1  	17.68 	5.05 	18.15 	1.76
2867	1  	12  	2  	39.19 	10.75 	29.49 	1.78
2868	1  	12  	3  	34.18 	6.33 	34.09 	0.72
2869	1  	12  	4  	15.85 	4.75 	15.49 	-1.15
2870	1  	12  	6  	18.77 	4.45 	20.08 	-2.33
2871	1  	12  	8  	18.85 	5.75 	13.58 	0.40
2872	1  	12  	9  	16.02 	5.13 	4.69 	1.66
2873	1  	13  	0  	98.65 	2.18 	69.95 	0.31
2874	1  	13  	1  	119.91 	1.25 	139.72 	0.49
2875	1  	13  	2  	58.31 	4.99 	49.12 	0.89
2876	1  	13  	3  	34.34 	2.81 	17.77 	-2.08
2877	1  	13  	4  	95.05 	3.44 	114.98 	-1.76
2878	1  	13  	5  	29.75 	2.82 	14.48 	0.25
2879	1  	13  	6  	75.63 	2.82 	103.30 	0.70
2880	1  	13  	7  	32.71 	2.20 	64.99 	-0.17
2881	1  	13  	8  	39.09 	2.84 	40.34 	-0.40
2882	1  	13  	9  	13.59 	6.32 	10.44 	0.62
2883	1  	14  	2  	15.36 	5.53 	22.67 	2.77
2884	1  	14  	3  	13.23 	6.15 	19.51 	-3.06
2885	1  	14  	4  	17.26 	5.55 	13.40 	-2.69
2886	1  	14  	5  	14.51 	7.10 	11.05 	0.08
2887	1  	14  	7  	18.29 	2.79 	7.79 	-0.86
2888	1  	14  	8  	13.98 	4.97 	6.39 	2.67
2889	1  	15  	0  	24.46 	1.51 	32.30 	3.02
2890	1  	15  	1  	13.60 	2.72 	6.06 	-2.68
2891	1  	15  	2  	23.90 	1.21 	25.71 	2.25
2892	1  	15  	3  	49.67 	1.51 	52.76 	0.48
2893	1  	15  	4  	55.21 	2.12 	64.16 	0.57
2894	1  	15  	5  	38.89 	2.13 	39.84 	1.30
2895	1  	15  	6  	19.18 	2.74 	36.02 	1.20
2896	1  	15  	7  	12.51 	5.49 	31.06 	0.48
2897	1  	16  	4  	17.60 	4.18 	12.57 	0.29
2898	1  	16  	5  	14.04 	5.98 	6.13 	2.16
2899	1  	16  	6  	15.57 	4.79 	8.46 	3.08
2900	1  	17  	2  	49.97 	1.46 	41.86 	-2.87
2901	1  	17  	3  	34.23 	2.63 	29.65 	-2.60
2902	1  	17  	4  	22.56 	4.69 	17.60 	1.68
2903	1  	17  	5  	31.70 	3.82 	38.90 	2.22
2904	1  	18  	1  	18.62 	4.58 	15.92 	0.17
2905	1  	18  	2  	12.90 	5.73 	6.69 	2.63
2906	1  	18  	3  	16.08 	5.74 	2.58 	-2.48
2907	2  	0  	0  	583.75 	3.07 	1227.69 	0.00
2908	2  	0  	1  	395.14 	6.83 	525.12 	0.00
2909	2  	0  	2  	259.34 	5.47 	410.56 	3.14
2910	2  	0  	3  	276.33 	8.57 	224.37 	3.14
2911	2  	0  	4  	185.55 	1.72 	116.72 	3.14
2912	2  	0  	8  	112.58 	11.12 	95.81 	3.14
2913	2  	0  	10  	69.27 	7.00 	50.24 	3.14
2914	2  	0  	11  	22.12 	6.32 	24.54 	0.00
2915	2  	1  	0  	7.84 	3.75 	25.71 	3.03
2916	2  	1  	1  	18.43 	3.07 	28.45 	-1.14
2917	2  	1  	2  	16.76 	8.55 	31.68 	1.03
2918	2  	1  	5  	65.76 	6.89 	51.40 	2.28
2919	2  	2  	0  	564.46 	6.46 	807.28 	0.11
2920	2  	2  	1  	264.11 	4.77 	250.58 	0.16
2921	2  	2  	2  	49.50 	1.37 	74.56 	1.12
2922	2  	2  	3  	97.84 	1.71 	94.67 	0.95
2923	2  	2  	4  	112.80 	1.71 	127.94 	-0.04
2924	2  	2  	5  	209.66 	6.87 	160.98 	-1.79
2925	2  	2  	6  	69.96 	1.72 	56.94 	2.88
2926	2  	2  	7  	67.74 	4.49 	68.70 	1.61
2927	2  	2  	8  	57.21 	4.16 	47.17 	-2.27
2928	2  	2  	9  	58.79 	11.83 	60.25 	-2.29
2929	2  	2  	10  	55.16 	3.84 	65.28 	1.25
2930	2  	3  	0  	16.97 	6.79 	68.17 	1.78
2931	2  	3  	1  	21.41 	3.06 	27.47 	2.66
2932	2  	3  	2  	13.28 	3.40 	47.01 	-0.29
2933	2  	3  	3  	32.41 	6.82 	46.30 	1.25
2934	2  	3  	4  	12.99 	4.45 	46.03 	-0.43
2935	2  	3  	5  	30.17 	11.65 	44.28 	0.23
2936	2  	3  	6  	28.53 	9.97 	41.79 	0.57
2937	2  	3  	8  	30.43 	13.14 	30.76 	2.55
2938	2  	3  	9  	19.43 	5.55 	19.93 	3.09
2939	2  	4  	0  	176.46 	1.35 	286.07 	-2.22
2940	2  	4  	1  	147.96 	2.03 	137.59 	-2.31
2941	2  	4  	2  	157.39 	1.36 	165.56 	1.72
2942	2  	4  	3  	319.83 	5.44 	269.32 	1.27
2943	2  	4  	4  	107.65 	3.41 	68.93 	-1.61
2944	2  	4  	5  	265.68 	7.17 	209.03 	-2.08
2945	2  	4  	6  	70.19 	2.74 	89.26 	3.09
2946	2  	4  	7  	49.11 	2.06 	75.62 	2.36
2947	2  	4  	8  	18.95 	2.76 	55.19 	0.60
2948	2  	4  	10  	31.91 	2.43 	23.27 	-0.42
2949	2  	4  	11  	39.34 	6.96 	22.73 	1.63
2950	2  	5  	0  	10.76 	3.70 	24.24 	3.04
2951	2  	5  	1  	13.81 	3.71 	31.17 	0.95
2952	2  	5  	2  	33.42 	6.75 	27.29 	-0.48
2953	2  	5  	4  	36.61 	6.78 	32.66 	2.35
2954	2  	5  	6  	36.80 	8.52 	33.73 	-2.26
2955	2  	5  	7  	28.36 	11.62 	63.00 	-2.19
2956	2  	5  	8  	15.43 	6.86 	34.56 	-2.39
2957	2  	5  	10  	15.53 	6.21 	17.33 	-0.38
2958	2  	6  	0  	547.76 	5.02 	496.53 	0.51
2959	2  	6  	1  	273.98 	4.02 	273.61 	2.64
2960	2  	6  	2  	347.96 	5.37 	304.93 	2.93
2961	2  	6  	3  	420.62 	7.06 	426.70 	-0.89
2962	2  	6  	4  	182.65 	1.68 	148.12 	-0.38
2963	2  	6  	5  	196.61 	4.39 	153.62 	2.77
2964	2  	6  	6  	127.02 	2.71 	110.03 	3.10
2965	2  	6  	7  	30.57 	2.38 	33.80 	1.47
2966	2  	6  	9  	21.54 	4.44 	12.97 	2.56
2967	2  	6  	10  	24.02 	4.46 	46.77 	1.11
2968	2  	6  	11  	23.42 	6.89 	46.44 	0.39
2969	2  	6  	12  	17.29 	5.53 	25.70 	-2.42
2970	2  	7  	1  	32.93 	8.31 	20.79 	2.28
2971	2  	7  	2  	17.99 	9.00 	61.10 	1.31
2972	2  	7  	4  	41.49 	8.37 	30.16 	-1.13
2973	2  	7  	6  	34.98 	12.78 	38.51 	1.55
2974	2  	7  	9  	12.90 	6.11 	17.60 	-1.23
2975	2  	7  	11  	14.02 	6.16 	29.68 	1.39
2976	2  	8  	0  	284.59 	4.94 	230.20 	-2.46
2977	2  	8  	1  	208.83 	1.98 	165.24 	-1.91
2978	2  	8  	2  	230.69 	2.97 	243.90 	-0.44
2979	2  	8  	3  	148.70 	1.66 	95.44 	-2.84
2980	2  	8  	4  	40.16 	1.33 	30.43 	1.12
2981	2  	8  	5  	64.55 	1.33 	55.19 	0.32
2982	2  	8  	6  	70.40 	3.00 	79.74 	0.34
2983	2  	8  	7  	42.49 	2.68 	36.69 	-0.76
2984	2  	8  	8  	26.52 	3.02 	47.34 	-0.89
2985	2  	8  	9  	43.11 	2.36 	43.64 	-0.18
2986	2  	8  	10  	39.54 	1.35 	34.69 	-0.58
2987	2  	8  	11  	17.64 	3.73 	17.55 	-2.42
2988	2  	9  	0  	24.15 	6.85 	24.20 	2.83
2989	2  	9  	1  	31.05 	9.48 	40.97 	-0.70
2990	2  	9  	2  	35.37 	9.50 	22.85 	-1.65
