         h          k          l       FREE         FP      SIGFP      FCalc    PHICalc         h          k          l       FREE         FP      SIGFP      FCalc    PHICalc         h          k          l       FREE         FP      SIGFP      FCalc    PHICalc         h          k          l       FREE         FP      SIGFP      FCalc    PHICalc         h          k          l       FREE         FP      SIGFP      FCalc    PHICalc         h          k          l       FREE         FP      SIGFP      FCalc    PHICalc 	h 	k 	l 	FREE 	FP 	SIGFP 	FCalc 	PHICalc 	
388	-25  	4  	6  	1  	84.79 	0.00 	59.75 	0.66
389	-25  	4  	8  	1  	93.74 	0.00 	114.73 	0.05
390	-25  	4  	9  	1  	46.47 	0.00 	68.41 	2.36
391	-25  	4  	10  	1  	67.72 	0.00 	87.23 	1.33
392	-25  	4  	11  	1  	47.33 	0.00 	45.75 	3.07
393	-25  	4  	12  	1  	45.61 	0.00 	60.58 	1.64
394	-25  	4  	13  	1  	55.35 	0.00 	68.59 	0.06
395	-25  	5  	1  	1  	123.80 	0.00 	141.30 	2.37
396	-25  	5  	2  	1  	29.93 	0.00 	33.69 	-2.99
397	-25  	5  	3  	1  	154.62 	0.00 	153.14 	-0.02
398	-25  	5  	4  	1  	71.50 	0.00 	82.25 	0.37
399	-25  	5  	5  	1  	91.26 	0.00 	59.39 	0.48
400	-25  	5  	6  	1  	40.44 	0.00 	75.99 	-1.34
401	-25  	5  	7  	1  	54.50 	0.00 	57.47 	2.02
402	-25  	5  	8  	0  	22.82 	0.00 	31.33 	-2.12
403	-25  	5  	9  	1  	83.97 	0.00 	92.58 	3.03
404	-25  	5  	10  	1  	54.52 	0.00 	39.09 	0.16
405	-25  	5  	11  	1  	84.86 	0.00 	119.86 	-0.97
406	-25  	5  	12  	1  	40.07 	0.00 	63.77 	0.16
407	-25  	6  	1  	1  	45.45 	0.00 	54.27 	-3.05
408	-25  	6  	2  	1  	33.95 	0.00 	63.40 	-0.90
409	-25  	6  	4  	1  	44.67 	0.00 	53.33 	2.02
410	-25  	6  	5  	1  	60.63 	0.00 	33.27 	2.55
411	-25  	6  	6  	1  	76.83 	0.00 	73.53 	2.22
412	-25  	6  	7  	1  	40.40 	0.00 	38.49 	-1.71
413	-25  	6  	8  	1  	62.70 	0.00 	92.16 	-2.78
414	-25  	6  	9  	1  	44.84 	0.00 	50.37 	2.38
415	-25  	6  	10  	1  	71.89 	0.00 	91.74 	1.56
416	-25  	6  	11  	1  	50.94 	0.00 	39.91 	2.07
417	-25  	7  	1  	1  	67.55 	0.00 	59.60 	-2.43
418	-25  	7  	2  	1  	34.42 	0.00 	63.20 	-1.64
419	-25  	7  	3  	1  	48.98 	0.00 	63.68 	-2.71
420	-25  	7  	4  	1  	176.77 	0.00 	145.88 	1.08
421	-25  	7  	6  	1  	77.93 	0.00 	60.87 	1.75
422	-25  	7  	7  	1  	37.70 	0.00 	37.48 	-0.50
423	-25  	7  	8  	1  	129.04 	0.00 	124.13 	1.10
424	-25  	7  	9  	1  	91.36 	0.00 	84.14 	-0.64
425	-25  	7  	10  	0  	43.60 	0.00 	39.28 	0.31
426	-25  	8  	1  	1  	63.26 	0.00 	96.91 	2.38
427	-25  	8  	2  	1  	133.74 	0.00 	135.69 	3.10
428	-25  	8  	3  	1  	46.46 	0.00 	25.60 	-0.49
429	-25  	8  	4  	1  	77.72 	0.00 	105.17 	-1.79
430	-25  	8  	5  	0  	54.28 	0.00 	77.47 	-2.25
431	-25  	8  	6  	1  	50.99 	0.00 	24.80 	-2.80
432	-25  	8  	7  	1  	80.23 	0.00 	66.50 	-2.23
433	-25  	8  	8  	1  	75.09 	0.00 	67.80 	-3.02
434	-25  	8  	9  	1  	113.72 	0.00 	84.18 	-1.92
435	-25  	9  	2  	0  	44.59 	0.00 	94.56 	3.01
436	-25  	9  	3  	0  	127.98 	0.00 	133.89 	-0.67
437	-25  	9  	4  	1  	87.52 	0.00 	100.40 	-2.62
438	-25  	9  	6  	1  	68.92 	0.00 	57.06 	2.26
439	-24  	0  	2  	1  	64.52 	0.00 	55.17 	3.14
440	-24  	0  	3  	1  	41.98 	0.00 	92.54 	3.14
441	-24  	0  	4  	0  	105.62 	0.00 	110.32 	0.00
442	-24  	0  	5  	1  	97.45 	0.00 	111.71 	3.14
443	-24  	0  	6  	1  	36.80 	0.00 	24.90 	0.00
444	-24  	0  	7  	1  	56.41 	0.00 	73.05 	3.14
445	-24  	0  	10  	1  	109.48 	0.00 	107.18 	3.14
446	-24  	0  	12  	1  	103.42 	0.00 	85.78 	3.14
447	-24  	0  	13  	1  	44.24 	0.00 	41.06 	3.14
448	-24  	1  	2  	1  	21.47 	0.00 	55.44 	-1.54
449	-24  	1  	3  	1  	179.40 	0.00 	176.42 	0.24
450	-24  	1  	4  	1  	37.52 	0.00 	43.07 	-0.30
451	-24  	1  	5  	1  	24.89 	0.00 	41.77 	-2.89
452	-24  	1  	6  	1  	110.53 	0.00 	151.24 	-0.56
453	-24  	1  	7  	1  	138.51 	0.00 	150.12 	-2.69
454	-24  	1  	8  	1  	91.38 	0.00 	109.58 	-1.71
455	-24  	1  	9  	1  	134.23 	0.00 	121.31 	-0.25
456	-24  	1  	10  	1  	47.55 	0.00 	29.92 	2.61
457	-24  	1  	11  	0  	28.99 	0.00 	26.31 	-1.62
458	-24  	1  	12  	1  	57.69 	0.00 	37.36 	-3.11
459	-24  	1  	13  	1  	77.66 	0.00 	91.76 	-3.07
460	-24  	1  	14  	1  	41.06 	0.00 	8.47 	0.78
461	-24  	2  	1  	1  	78.17 	0.00 	72.82 	2.81
462	-24  	2  	2  	1  	89.74 	0.00 	157.73 	-1.12
463	-24  	2  	3  	1  	138.36 	0.00 	172.10 	-0.08
464	-24  	2  	4  	1  	89.84 	0.00 	88.50 	-1.14
465	-24  	2  	5  	1  	54.30 	0.00 	75.56 	3.06
466	-24  	2  	6  	0  	101.78 	0.00 	125.49 	-0.77
467	-24  	2  	7  	1  	84.50 	0.00 	89.74 	-0.45
468	-24  	2  	8  	1  	46.87 	0.00 	69.45 	-0.01
469	-24  	2  	10  	1  	127.50 	0.00 	91.41 	2.27
470	-24  	2  	11  	1  	264.20 	0.00 	194.89 	0.83
471	-24  	2  	12  	1  	44.70 	0.00 	46.25 	-0.24
472	-24  	2  	14  	1  	44.56 	0.00 	39.05 	0.24
473	-24  	3  	1  	1  	61.78 	0.00 	73.58 	0.97
474	-24  	3  	2  	1  	61.00 	0.00 	52.10 	0.02
475	-24  	3  	3  	0  	20.88 	0.00 	40.51 	1.62
476	-24  	3  	4  	1  	141.55 	0.00 	154.52 	-3.06
477	-24  	3  	5  	0  	82.34 	0.00 	24.82 	-0.17
478	-24  	3  	6  	1  	248.40 	0.00 	233.18 	2.03
479	-24  	3  	7  	1  	17.68 	0.00 	33.33 	1.63
480	-24  	3  	8  	1  	31.86 	0.00 	52.63 	-2.87
481	-24  	3  	9  	1  	89.53 	0.00 	108.98 	-1.75
482	-24  	3  	10  	1  	45.62 	0.00 	55.69 	-1.98
483	-24  	3  	11  	0  	84.81 	0.00 	132.49 	-2.17
484	-24  	3  	12  	1  	114.68 	0.00 	100.55 	-2.77
485	-24  	3  	13  	1  	106.08 	0.00 	125.56 	-3.05
486	-24  	3  	14  	1  	36.33 	0.00 	30.83 	1.99
487	-24  	4  	1  	1  	108.70 	0.00 	148.75 	-1.00
488	-24  	4  	2  	1  	119.74 	0.00 	118.83 	1.94
489	-24  	4  	3  	1  	47.81 	0.00 	48.74 	0.18
490	-24  	4  	4  	1  	92.21 	0.00 	119.86 	1.60
491	-24  	4  	5  	1  	73.67 	0.00 	100.53 	0.65
492	-24  	4  	6  	1  	67.26 	0.00 	107.47 	0.05
493	-24  	4  	7  	1  	114.65 	0.00 	98.61 	-0.20
494	-24  	4  	8  	1  	64.01 	0.00 	72.68 	1.08
495	-24  	4  	9  	1  	62.36 	0.00 	95.77 	-2.33
496	-24  	4  	10  	1  	28.59 	0.00 	30.52 	-1.23
497	-24  	4  	11  	0  	38.07 	0.00 	79.33 	2.72
498	-24  	4  	12  	1  	126.51 	0.00 	118.36 	2.02
499	-24  	4  	13  	1  	45.37 	0.00 	40.84 	-0.40
500	-24  	5  	1  	0  	147.15 	0.00 	75.13 	-1.10
501	-24  	5  	2  	1  	50.60 	0.00 	48.76 	2.80
502	-24  	5  	3  	1  	111.38 	0.00 	114.39 	-2.70
503	-24  	5  	4  	1  	48.35 	0.00 	65.72 	2.94
504	-24  	5  	5  	0  	78.32 	0.00 	38.99 	-2.53
505	-24  	5  	6  	1  	41.59 	0.00 	72.57 	0.77
506	-24  	5  	7  	1  	115.93 	0.00 	107.96 	-0.84
507	-24  	5  	8  	1  	25.07 	0.00 	10.44 	0.37
508	-24  	5  	9  	1  	71.27 	0.00 	91.68 	0.11
509	-24  	5  	10  	1  	67.14 	0.00 	16.40 	0.27
510	-24  	5  	11  	0  	115.51 	0.00 	64.94 	-3.14
511	-24  	5  	12  	1  	56.56 	0.00 	46.77 	2.73
512	-24  	5  	13  	1  	25.83 	0.00 	49.44 	2.97
513	-24  	6  	1  	0  	34.94 	0.00 	25.10 	2.83
514	-24  	6  	3  	1  	65.33 	0.00 	67.75 	0.84
515	-24  	6  	4  	0  	33.21 	0.00 	41.59 	-1.81
516	-24  	6  	5  	1  	205.45 	0.00 	202.23 	0.94
517	-24  	6  	7  	1  	41.57 	0.00 	78.26 	-2.44
518	-24  	6  	8  	1  	113.32 	0.00 	142.67 	-1.59
519	-24  	6  	9  	1  	42.62 	0.00 	36.17 	1.97
520	-24  	6  	10  	1  	44.25 	0.00 	65.55 	-1.66
521	-24  	6  	11  	1  	38.25 	0.00 	55.96 	-1.25
522	-24  	6  	12  	0  	47.11 	0.00 	68.82 	-1.80
523	-24  	7  	1  	1  	49.39 	0.00 	94.17 	-0.52
524	-24  	7  	2  	1  	92.26 	0.00 	78.14 	0.22
525	-24  	7  	3  	1  	219.92 	0.00 	201.64 	1.02
526	-24  	7  	4  	1  	89.09 	0.00 	79.68 	0.24
527	-24  	7  	5  	1  	111.25 	0.00 	115.86 	1.59
528	-24  	7  	6  	0  	64.48 	0.00 	85.38 	-2.34
529	-24  	7  	7  	1  	43.99 	0.00 	23.28 	-1.55
530	-24  	7  	8  	1  	122.76 	0.00 	140.63 	-1.71
531	-24  	7  	9  	1  	76.51 	0.00 	73.73 	-3.01
532	-24  	7  	10  	1  	49.10 	0.00 	70.29 	-3.02
533	-24  	7  	11  	1  	30.57 	0.00 	31.53 	0.98
534	-24  	8  	1  	1  	82.57 	0.00 	95.59 	-2.49
535	-24  	8  	2  	1  	52.26 	0.00 	87.67 	0.69
536	-24  	8  	3  	1  	41.84 	0.00 	29.45 	2.36
537	-24  	8  	4  	1  	47.50 	0.00 	50.26 	0.58
538	-24  	8  	6  	1  	53.36 	0.00 	41.12 	0.33
539	-24  	8  	7  	1  	55.93 	0.00 	51.38 	2.62
540	-24  	8  	8  	1  	21.89 	0.00 	35.62 	2.32
541	-24  	8  	9  	1  	61.18 	0.00 	56.93 	-0.18
542	-24  	8  	10  	1  	63.54 	0.00 	39.39 	0.32
543	-24  	9  	1  	1  	45.02 	0.00 	69.06 	-2.47
544	-24  	9  	3  	1  	55.99 	0.00 	90.86 	2.60
545	-24  	9  	4  	1  	47.66 	0.00 	27.27 	-1.30
546	-24  	9  	5  	1  	82.39 	0.00 	103.78 	-0.52
547	-24  	9  	7  	0  	51.93 	0.00 	38.56 	-0.99
548	-24  	9  	8  	1  	63.09 	0.00 	36.50 	0.90
549	-23  	0  	2  	1  	110.05 	0.00 	110.37 	0.00
550	-23  	0  	4  	1  	83.67 	0.00 	76.87 	3.14
551	-23  	0  	5  	1  	45.84 	0.00 	43.66 	3.14
552	-23  	0  	10  	1  	64.21 	0.00 	101.33 	3.14
553	-23  	0  	11  	1  	136.33 	0.00 	180.89 	0.00
554	-23  	0  	12  	1  	39.74 	0.00 	27.07 	3.14
555	-23  	0  	13  	0  	56.85 	0.00 	33.83 	0.00
556	-23  	1  	2  	1  	75.67 	0.00 	59.60 	1.50
557	-23  	1  	3  	1  	81.63 	0.00 	80.74 	1.91
558	-23  	1  	4  	1  	98.02 	0.00 	57.65 	2.08
559	-23  	1  	5  	1  	90.70 	0.00 	83.36 	0.65
560	-23  	1  	6  	1  	183.58 	0.00 	199.13 	1.98
561	-23  	1  	7  	1  	69.00 	0.00 	85.43 	-2.08
562	-23  	1  	8  	1  	101.37 	0.00 	74.55 	-1.53
563	-23  	1  	9  	1  	44.84 	0.00 	49.25 	3.03
564	-23  	1  	10  	1  	113.54 	0.00 	108.88 	0.25
565	-23  	1  	12  	1  	56.90 	0.00 	45.27 	1.72
566	-23  	1  	13  	1  	54.55 	0.00 	83.90 	-1.34
567	-23  	1  	14  	1  	53.82 	0.00 	19.52 	-0.81
568	-23  	1  	15  	1  	69.74 	0.00 	67.83 	-2.09
569	-23  	2  	1  	1  	53.86 	0.00 	38.91 	-0.03
570	-23  	2  	2  	1  	71.67 	0.00 	80.96 	2.05
571	-23  	2  	3  	1  	69.43 	0.00 	53.98 	1.65
572	-23  	2  	4  	1  	133.22 	0.00 	117.66 	-0.78
573	-23  	2  	5  	0  	159.60 	0.00 	151.96 	0.38
574	-23  	2  	6  	1  	68.50 	0.00 	39.07 	0.27
575	-23  	2  	7  	1  	33.73 	0.00 	83.26 	2.35
576	-23  	2  	8  	1  	114.47 	0.00 	126.89 	-2.11
577	-23  	2  	9  	1  	135.13 	0.00 	87.38 	2.86
578	-23  	2  	10  	1  	36.74 	0.00 	43.41 	0.01
579	-23  	2  	11  	1  	22.64 	0.00 	30.29 	0.45
580	-23  	2  	12  	1  	70.40 	0.00 	61.69 	3.06
581	-23  	2  	13  	1  	66.44 	0.00 	79.46 	1.44
582	-23  	2  	14  	1  	48.47 	0.00 	42.85 	3.03
583	-23  	3  	1  	1  	174.19 	0.00 	157.13 	0.45
584	-23  	3  	2  	0  	19.03 	0.00 	28.12 	1.46
585	-23  	3  	3  	1  	143.02 	0.00 	134.04 	2.25
586	-23  	3  	4  	1  	138.27 	0.00 	124.78 	-1.88
587	-23  	3  	5  	1  	59.91 	0.00 	89.42 	1.83
588	-23  	3  	6  	0  	196.91 	0.00 	187.20 	-1.99
589	-23  	3  	7  	1  	50.82 	0.00 	58.18 	0.98
590	-23  	3  	8  	1  	48.39 	0.00 	46.13 	-2.12
591	-23  	3  	9  	1  	137.95 	0.00 	127.66 	1.01
592	-23  	3  	10  	1  	50.03 	0.00 	101.95 	2.28
593	-23  	3  	11  	1  	62.96 	0.00 	70.76 	-1.38
594	-23  	3  	12  	0  	60.75 	0.00 	60.02 	1.56
595	-23  	3  	13  	1  	119.98 	0.00 	118.18 	0.55
596	-23  	3  	14  	1  	36.03 	0.00 	39.62 	2.43
597	-23  	4  	1  	1  	151.37 	0.00 	161.20 	-0.49
598	-23  	4  	2  	1  	61.03 	0.00 	85.34 	-2.77
599	-23  	4  	3  	1  	118.42 	0.00 	112.95 	1.47
600	-23  	4  	4  	1  	72.77 	0.00 	108.29 	-1.75
601	-23  	4  	5  	0  	76.74 	0.00 	89.49 	-1.05
602	-23  	4  	6  	1  	43.89 	0.00 	56.95 	-2.38
603	-23  	4  	7  	1  	154.57 	0.00 	130.34 	2.31
604	-23  	4  	8  	0  	156.72 	0.00 	91.88 	3.10
605	-23  	4  	9  	1  	95.31 	0.00 	128.54 	-1.43
606	-23  	4  	10  	1  	48.05 	0.00 	40.89 	-0.55
607	-23  	4  	11  	1  	124.33 	0.00 	143.62 	-1.29
608	-23  	4  	12  	0  	48.16 	0.00 	61.48 	-2.21
609	-23  	4  	13  	1  	58.34 	0.00 	40.76 	-2.18
610	-23  	4  	14  	1  	32.17 	0.00 	23.23 	-2.74
611	-23  	5  	1  	1  	190.91 	0.00 	209.93 	1.46
612	-23  	5  	2  	1  	56.77 	0.00 	106.90 	-0.00
613	-23  	5  	3  	1  	185.06 	0.00 	153.94 	3.12
614	-23  	5  	4  	1  	112.53 	0.00 	121.02 	2.69
615	-23  	5  	5  	1  	175.93 	0.00 	213.14 	-2.06
616	-23  	5  	6  	1  	78.26 	0.00 	64.73 	-0.22
617	-23  	5  	7  	1  	87.56 	0.00 	72.65 	-1.97
618	-23  	5  	8  	1  	89.69 	0.00 	87.36 	-2.24
619	-23  	5  	9  	1  	43.64 	0.00 	27.93 	-0.61
620	-23  	5  	10  	1  	50.84 	0.00 	31.38 	-2.11
621	-23  	5  	11  	1  	44.97 	0.00 	34.62 	-1.99
622	-23  	5  	12  	0  	124.22 	0.00 	168.31 	1.14
623	-23  	5  	13  	1  	44.09 	0.00 	58.46 	1.79
624	-23  	6  	1  	1  	56.35 	0.00 	63.53 	3.00
625	-23  	6  	2  	0  	80.83 	0.00 	103.19 	0.33
626	-23  	6  	3  	1  	47.45 	0.00 	60.14 	-3.13
627	-23  	6  	4  	1  	73.08 	0.00 	71.58 	-0.39
628	-23  	6  	5  	1  	64.28 	0.00 	55.78 	1.87
629	-23  	6  	6  	1  	73.19 	0.00 	79.71 	0.19
630	-23  	6  	7  	1  	54.01 	0.00 	79.44 	-2.82
631	-23  	6  	8  	1  	51.88 	0.00 	97.28 	0.59
632	-23  	6  	9  	1  	37.89 	0.00 	49.59 	-0.17
633	-23  	6  	10  	1  	47.10 	0.00 	54.17 	-0.18
634	-23  	6  	11  	1  	48.58 	0.00 	35.72 	-2.45
635	-23  	6  	12  	1  	53.14 	0.00 	51.61 	1.95
636	-23  	7  	1  	1  	62.08 	0.00 	84.00 	-2.40
637	-23  	7  	2  	1  	54.81 	0.00 	81.19 	-1.43
638	-23  	7  	3  	1  	194.75 	0.00 	186.49 	-1.52
639	-23  	7  	4  	1  	79.51 	0.00 	93.48 	3.12
640	-23  	7  	5  	1  	84.53 	0.00 	83.43 	1.47
641	-23  	7  	6  	1  	49.08 	0.00 	6.74 	0.65
642	-23  	7  	7  	1  	140.43 	0.00 	103.32 	0.89
643	-23  	7  	8  	1  	86.09 	0.00 	129.73 	-0.83
644	-23  	7  	9  	1  	87.40 	0.00 	86.57 	-2.54
645	-23  	7  	10  	1  	97.32 	0.00 	43.36 	-0.34
646	-23  	7  	11  	1  	68.08 	0.00 	71.75 	1.42
647	-23  	7  	12  	1  	44.24 	0.00 	34.08 	2.10
648	-23  	8  	1  	1  	38.82 	0.00 	73.43 	-0.46
649	-23  	8  	2  	0  	74.30 	0.00 	56.45 	-0.60
650	-23  	8  	3  	1  	197.70 	0.00 	164.86 	-0.49
651	-23  	8  	4  	1  	105.83 	0.00 	119.08 	1.69
652	-23  	8  	5  	1  	52.85 	0.00 	87.09 	1.51
653	-23  	8  	6  	1  	58.29 	0.00 	44.25 	-3.08
654	-23  	8  	7  	1  	87.13 	0.00 	115.14 	-1.86
655	-23  	8  	8  	1  	61.37 	0.00 	44.87 	-1.14
656	-23  	8  	9  	1  	55.02 	0.00 	57.70 	-0.90
657	-23  	8  	10  	1  	50.97 	0.00 	51.78 	-1.68
658	-23  	9  	1  	1  	165.11 	0.00 	137.11 	1.50
659	-23  	9  	2  	1  	76.05 	0.00 	60.21 	-0.34
660	-23  	9  	3  	1  	41.32 	0.00 	18.78 	-0.99
661	-23  	9  	4  	0  	44.88 	0.00 	58.68 	0.44
662	-23  	9  	5  	1  	107.18 	0.00 	134.57 	-2.23
663	-23  	9  	7  	1  	47.75 	0.00 	46.18 	1.67
664	-23  	9  	8  	1  	81.42 	0.00 	79.62 	-2.93
665	-23  	9  	9  	1  	52.09 	0.00 	53.79 	1.07
666	-23  	10  	3  	1  	62.21 	0.00 	75.67 	0.98
667	-23  	10  	4  	1  	63.46 	0.00 	30.51 	-1.36
668	-23  	10  	5  	1  	52.16 	0.00 	47.11 	2.00
669	-22  	0  	2  	0  	125.85 	0.00 	104.01 	3.14
670	-22  	0  	3  	1  	12.41 	0.00 	28.21 	3.14
671	-22  	0  	4  	1  	147.29 	0.00 	143.19 	3.14
672	-22  	0  	5  	1  	77.32 	0.00 	116.76 	3.14
673	-22  	0  	6  	1  	131.63 	0.00 	110.74 	0.00
674	-22  	0  	7  	1  	87.79 	0.00 	113.25 	3.14
675	-22  	0  	8  	1  	101.85 	0.00 	123.24 	0.00
676	-22  	0  	9  	1  	112.44 	0.00 	100.45 	3.14
677	-22  	0  	10  	0  	94.15 	0.00 	156.98 	0.00
678	-22  	0  	11  	1  	118.77 	0.00 	97.91 	3.14
679	-22  	0  	13  	1  	45.00 	0.00 	21.56 	3.14
680	-22  	0  	14  	1  	54.90 	0.00 	66.12 	0.00
681	-22  	1  	1  	1  	52.85 	0.00 	16.88 	0.02
682	-22  	1  	2  	1  	19.38 	0.00 	28.69 	0.08
683	-22  	1  	3  	1  	59.09 	0.00 	72.55 	-1.70
684	-22  	1  	4  	1  	54.61 	0.00 	31.89 	3.12
685	-22  	1  	5  	1  	58.08 	0.00 	77.89 	1.81
686	-22  	1  	6  	1  	255.08 	0.00 	280.77 	-0.70
687	-22  	1  	7  	1  	29.20 	0.00 	63.19 	1.97
688	-22  	1  	8  	0  	32.00 	0.00 	15.86 	1.32
689	-22  	1  	9  	1  	60.08 	0.00 	76.98 	-1.25
690	-22  	1  	10  	1  	57.74 	0.00 	75.53 	2.81
691	-22  	1  	11  	1  	68.10 	0.00 	131.15 	-2.17
692	-22  	1  	12  	1  	61.94 	0.00 	38.43 	-0.53
693	-22  	1  	13  	1  	35.45 	0.00 	21.41 	-0.16
694	-22  	1  	14  	1  	65.41 	0.00 	67.16 	-2.78
695	-22  	1  	15  	1  	64.62 	0.00 	75.61 	1.65
696	-22  	2  	1  	1  	71.61 	0.00 	56.52 	0.55
697	-22  	2  	2  	1  	210.42 	0.00 	192.73 	-2.79
698	-22  	2  	3  	1  	193.46 	0.00 	154.89 	-1.04
699	-22  	2  	4  	1  	126.95 	0.00 	102.77 	-0.89
700	-22  	2  	5  	1  	153.56 	0.00 	162.98 	-1.08
701	-22  	2  	6  	1  	48.90 	0.00 	18.33 	-1.10
702	-22  	2  	7  	1  	89.41 	0.00 	85.49 	0.20
703	-22  	2  	8  	1  	83.50 	0.00 	92.58 	-1.89
704	-22  	2  	9  	1  	33.58 	0.00 	55.94 	1.23
705	-22  	2  	10  	1  	157.49 	0.00 	145.97 	0.21
706	-22  	2  	11  	1  	94.16 	0.00 	91.13 	0.01
707	-22  	2  	12  	1  	80.32 	0.00 	104.54 	-0.04
708	-22  	2  	13  	1  	48.14 	0.00 	77.76 	-1.33
709	-22  	2  	14  	1  	32.27 	0.00 	53.96 	-0.29
710	-22  	3  	1  	1  	98.16 	0.00 	90.79 	-2.57
711	-22  	3  	2  	1  	26.08 	0.00 	48.73 	-2.14
712	-22  	3  	3  	1  	74.40 	0.00 	68.11 	-0.78
713	-22  	3  	4  	1  	143.46 	0.00 	132.41 	0.27
714	-22  	3  	5  	1  	49.72 	0.00 	73.49 	0.92
715	-22  	3  	6  	1  	130.73 	0.00 	146.97 	1.27
716	-22  	3  	7  	1  	48.97 	0.00 	63.07 	-0.42
717	-22  	3  	8  	1  	50.41 	0.00 	38.38 	-2.94
718	-22  	3  	9  	1  	34.02 	0.00 	19.94 	-0.56
719	-22  	3  	10  	1  	192.10 	0.00 	174.96 	-2.34
720	-22  	3  	11  	1  	53.56 	0.00 	51.92 	-2.34
721	-22  	3  	12  	1  	104.12 	0.00 	117.46 	0.59
722	-22  	3  	13  	1  	40.47 	0.00 	60.64 	-1.28
723	-22  	4  	1  	1  	92.94 	0.00 	90.41 	2.73
724	-22  	4  	2  	1  	129.78 	0.00 	152.81 	1.93
725	-22  	4  	3  	1  	65.76 	0.00 	43.30 	-1.76
726	-22  	4  	4  	1  	233.55 	0.00 	235.70 	-0.06
727	-22  	4  	5  	1  	51.78 	0.00 	63.10 	-1.74
728	-22  	4  	6  	1  	98.01 	0.00 	120.20 	-2.89
729	-22  	4  	7  	1  	57.84 	0.00 	12.76 	-0.37
730	-22  	4  	8  	0  	47.06 	0.00 	107.49 	-2.00
731	-22  	4  	9  	1  	53.65 	0.00 	99.73 	0.62
732	-22  	4  	10  	1  	135.59 	0.00 	107.02 	2.23
733	-22  	4  	11  	0  	88.04 	0.00 	83.84 	2.56
734	-22  	4  	12  	1  	31.49 	0.00 	45.57 	-0.60
735	-22  	4  	13  	1  	154.33 	0.00 	132.85 	-0.07
736	-22  	4  	14  	1  	41.66 	0.00 	43.87 	1.94
737	-22  	5  	1  	1  	41.74 	0.00 	125.77 	-2.56
738	-22  	5  	2  	1  	99.33 	0.00 	103.41 	3.03
739	-22  	5  	3  	1  	40.92 	0.00 	35.57 	-2.99
740	-22  	5  	4  	1  	69.18 	0.00 	84.06 	-0.35
741	-22  	5  	5  	1  	81.81 	0.00 	91.78 	0.63
742	-22  	5  	6  	0  	127.57 	0.00 	123.57 	-1.93
743	-22  	5  	7  	1  	34.14 	0.00 	16.71 	-1.85
744	-22  	5  	8  	1  	63.86 	0.00 	42.15 	-2.11
745	-22  	5  	9  	1  	116.80 	0.00 	81.21 	-0.04
746	-22  	5  	10  	1  	39.44 	0.00 	32.82 	-1.81
747	-22  	5  	11  	1  	76.00 	0.00 	99.51 	-1.69
748	-22  	5  	12  	1  	45.96 	0.00 	43.60 	0.61
749	-22  	5  	13  	1  	36.15 	0.00 	80.23 	-0.64
750	-22  	5  	14  	1  	37.96 	0.00 	56.77 	0.46
751	-22  	6  	1  	1  	170.36 	0.00 	157.68 	0.91
752	-22  	6  	3  	0  	126.17 	0.00 	81.63 	2.74
753	-22  	6  	4  	1  	42.25 	0.00 	79.91 	-2.51
754	-22  	6  	5  	1  	164.40 	0.00 	154.14 	-2.86
755	-22  	6  	6  	1  	269.68 	0.00 	268.55 	-1.71
756	-22  	6  	7  	1  	56.79 	0.00 	69.83 	-0.14
757	-22  	6  	8  	1  	105.48 	0.00 	103.31 	-3.11
758	-22  	6  	9  	1  	102.93 	0.00 	110.09 	1.32
759	-22  	6  	10  	1  	59.98 	0.00 	57.40 	0.13
760	-22  	6  	11  	1  	42.49 	0.00 	29.87 	-1.12
761	-22  	6  	12  	1  	31.07 	0.00 	36.00 	0.09
762	-22  	6  	13  	1  	60.37 	0.00 	78.22 	0.07
763	-22  	7  	1  	1  	131.43 	0.00 	130.12 	1.99
764	-22  	7  	2  	1  	69.54 	0.00 	70.46 	1.22
765	-22  	7  	3  	1  	98.88 	0.00 	149.40 	1.47
766	-22  	7  	4  	1  	47.77 	0.00 	41.81 	-0.07
767	-22  	7  	5  	1  	56.13 	0.00 	53.37 	-1.88
768	-22  	7  	6  	0  	74.34 	0.00 	103.12 	-0.31
769	-22  	7  	7  	0  	60.71 	0.00 	106.51 	2.59
770	-22  	7  	8  	1  	66.78 	0.00 	50.42 	2.71
771	-22  	7  	9  	1  	95.69 	0.00 	106.50 	2.31
772	-22  	7  	10  	1  	76.39 	0.00 	62.19 	2.17
773	-22  	7  	11  	1  	122.94 	0.00 	113.02 	1.58
774	-22  	7  	12  	1  	36.19 	0.00 	70.76 	-1.78
775	-22  	8  	1  	1  	48.99 	0.00 	46.27 	1.60
776	-22  	8  	2  	0  	50.02 	0.00 	24.68 	-1.07
777	-22  	8  	3  	1  	46.60 	0.00 	69.61 	-2.40
778	-22  	8  	4  	1  	54.24 	0.00 	68.09 	-0.22
779	-22  	8  	5  	1  	136.42 	0.00 	136.05 	-1.33
780	-22  	8  	6  	1  	63.73 	0.00 	108.54 	2.01
781	-22  	8  	7  	1  	78.91 	0.00 	118.91 	0.69
782	-22  	8  	8  	1  	58.58 	0.00 	77.95 	0.69
783	-22  	8  	9  	1  	56.86 	0.00 	20.05 	1.51
784	-22  	8  	10  	1  	51.09 	0.00 	51.37 	2.98
785	-22  	8  	11  	0  	76.68 	0.00 	85.62 	2.83
786	-22  	9  	2  	1  	63.21 	0.00 	41.22 	-1.18
